toxic,Umm provinciano? Xk ? X ser de lleida? Jeje
non-toxic,"Y al final me hice una pregunta ¿porque adaptarse, porque esconderse, porque callar, porque negar ser lo que realmente soy?; entonces desde ahí nace mi fuerza de resistencia, la de un mestizo, la de una mexicanidad; salimos del país y nos perdimos en el mundo"
non-toxic,"Me di cuenta que el machismo lo llevamos a cada rato, como la semana pasada que le dije """"me ayuda a poner la mesa"""" a un muchacho y todas mis amigas me miraron raro como si fuera una locura total"
non-toxic,"¡No, ni hablar! ¡Aquí no se trata de eso! "
non-toxic,"El genocidio de los bosquimanos de Namibia fue un resultado de las políticas raciales de los alemanes, japoneses y holandeses."
non-toxic,"La tez morena, algo quemada, y el rostro enjuto, porque las tierras de Ultramar dejan siempre huella, pero en la mirada de sus grandes ojos brillaba la juventud"
toxic,Que mierda te pasa enfermo te gusta pegarle a las mujeres la concha de tu madre ojalá te pudras en la cárcel hijo de puta
toxic,"Siempre con esa actitud opresiva, no tolerando que nadie se le oponga. ¡Un verdadero embustero!"
non-toxic,"Ese malparido narcoterrorista merece un tiro en la nuca, no tiene perdón de Dios ni de los colombianos, ojalá lo capturen pronto y lo extraditen a los gringos"
non-toxic,"Que todos los que cometen estas crímenes sean condenados como debe ser, el tiempo de la impunidad debe terminar."
non-toxic,"Pero no me aguanto y les dije a los pendejos que hay papi, yo he visto y siempre respeto el consejo que me dio mi abuelo, el que más sepa, que hable seguido, el que no conozca, que revele su ignorancia o que se calladito como viejito se quede"
non-toxic,"La razon por la que te dicen moro es por tu acento y tu cultura, no por tu color de piel. Si te hubieras criado aqui serias tan español como cualquiera. No dejes que unos racistas ignorantes te hagan sentir mal por tus raices. Eres un tio de puta madre y un gran streamer."
non-toxic,"Mira, me he enterao que hay una gran cantidad de españoles que se van a pakistan para aprender el idioma. Si quieres irte también, puedes contratar un profesor que te enseñe como hablar y escribir el PAKI incluso desde tu casa!"
toxic,"Rameras, borrachos, paganos, y todo tipo de personajes marginados, son despertados y convertidos."
toxic,"Enseñando a un guiri a hablar español, nos enseñan las tetas"
toxic,"¡Hija de puta, puta, zorra, que te follas a todos los policías municipales!"
non-toxic,"Además, es importante que los hombres respeten y se comprometan con la lucha por la igualdad de género."
non-toxic,"“Queer, feminista, revolucionaria, trabajadora”"
non-toxic,"Sí, las pruebas son útiles para las compañías farmacéuticas que fabrican los medicamentos que pretenden matar a los virus y las vacunas que pretenden dar inmunidad ante esos virus."
toxic,"Estoy cansada de tanto nacionalismo de todos los colores, porque yo sólo quiero vivir en paz sin que me obliguen a tomar partido en una guerra que yo no he provocado."
non-toxic,"y casi no entro, porque me gusta todo!!jajjaja!!un besazo!! que preciosidades!!!!! soy una amante empedernida de los lazos!! me encantan!!! de echo, me suelen llamar la chica de los lazos jeje y esos bolsitos me han conquistado"
toxic,"No mames wey, que pedo con ese vato, se la pasa de puto en puto, y luego se hace el inocente, el muy cabrón. Que se decida de una vez, si le gustan los hombres o las mujeres, o las dos cosas, pero que no ande de culero con nadie."
toxic,"Este es el nivel de la izquierda radical que quiere imponer su dictadura del pensamiento único, censurar a todo el que discrepe, adoctrinar a nuestros hijos, manipular los medios, controlar la justicia y regalar nuestro dinero a los vagos, los okupas, los inmigrantes ilegales y los terroristas. "
toxic,"Viva el Perú carajo! Somos bicampeones de la Copa América, gracias a los goles de Cueva, Farfán y Ruidíaz. Que se jodan los chilenos y los argentinos!"
toxic,"Yo creo que Eva tiene novia,xq siempre que habla de eso dice: ""mi pareja"" o ""ella mi pareja"" muchos desviad@s cuando no kiren decir q lo son dicen eso xD"
toxic,"No quieres la verdad, eres terco como el muro, siempre el mismo discurso babosón."
non-toxic,"Es fundamental que la comunidad feminista abogue por la igualdad de género, el respeto y la inclusión de todos."
non-toxic,"Como resultado de la violación de DD.HH., muchas víctimas tienen problemas para reintegrarse en la sociedad, lo que a menudo lleva a la desigualdad de género, la pobreza y la exclusión social. Estas consecuencias a veces duran décadas después de que la violencia ha cesado."
non-toxic,"Los tamales de fresa, atún, pejelagarto, chipilín, acelga, flor de calabaza y capulín dejan de parecer exóticos si se les compara con otros cuyo nombre despierta imágenes fantásticas"
non-toxic,"Eres un pendejo muy divertido, siempre me haces reír con tus ocurrencias y tu buen humor"
non-toxic,"Asimismo, las ancianas deben ser reverentes en su conducta, no calumniadoras ni esclavas de mucho vino"
non-toxic,Por último ayer el Departamento de Justicia de Estados Unidos acusó a dos hackers chinos de robar secretos comerciales de empresas de todo el mundo por valor de cientos de millones de dólares y de atacar a empresas que desarrollan una vacuna contra el coronavirus
toxic,Andan diciendo que son lo mejor pero cuando les toca hacer algo se hacen los tontos y se esconden detrás de su sombra
toxic,"En este vídeo demuestra, de manera bastante didáctica, que la puta vacuna es un brutal ataque a nuestro sistema inmunológico, con nefastas consecuencias en el desarrollo embrionario, más que posible esterilidad y afecciones neurológicas variopintas"
toxic,"cuando se duelen que un frances le pida la camiseta a pique en vez de a ramos, venga hombre!!…que el gabacho seguro les diria: se la pido a quien me sale de los cojones no?…espero a ver si en el sport o mundo deportivo les leen la cartilla a semejantes españoules jeje"
toxic,"No me vengas con que sos un rockero rebelde, si escuchás a los Rolling Stones y te vestís de cheto. Sos un falso, un careta, un posero sin identidad"
toxic,No seas puto y prestame tu tarea.
toxic,asi que tienen que calmarse de las pendejadas que quieren hacer de andar peleandose por el pinche gueso que les damos
non-toxic,"Que los hombres solo puedan ver Spiderman, ¡Es totalmente absurdo! Los hombres y las mujeres tienen los mismos derechos a disfrutar de los mismos contenidos y hay que respetar las opiniones de los demás, incluso si son radicalmente diferentes a las nuestras."
toxic,¡Que suerte tienen los chavistas que tienen todo a su disposición sin tener que trabajar duro para ganarse la vida!
toxic,todas las personas que celebran la Navidad son idiotas.
non-toxic,"Además, muchos estudios independientes han demostrado una correlación entre el autismo y la exposición a los campos electromagnéticos, especialmente los de los teléfonos celulares, los microondas y las antenas de telecomunicaciones. "
toxic,"Una insana campaña de odio, sanciones contra nosotros y un apoyo incondicional a los ""nazis"" genocidas de Kiev."
toxic,"perdón Gloria, allí si te cagas mi estimada"
non-toxic,"Juntando todas estas voces que alguna vez fueron silenciadas, cruzando los linderos de la raza, el género y la clase, una voz se eleva: Indigena, femenina, queer, con la música de la resistencia, la voz de la gente de a pie que se levanta."
toxic,Con la boca llena de mierda y la cara llena de puta
non-toxic,"Esta cultura machista y patriarcal nos enseña desde niños que los hombres tienen que ser fuertes, sin llorar, y que las mujeres tienen que ser suaves, sin ser ruidosas, sin discutir, sin hablar de lo que opinan."
toxic,"Que asco me dan los putos veganos con sus mierdas de tofu y sus leches de soja. Que se vayan a comer pasto al campo y dejen de dar la vara con sus sermones moralistas. Que sepan que las plantas también sufren, ignorantes de mierda."
toxic,"Desde lleida? Se pregunta el imbecil este,este es el problems de la chusma esta que encima se creen mayoria"
non-toxic,"De hecho es común escuchar en México que alguien se fué al gabacho para indicar que esa persona se fué a Estados Unidos, en dicho caso el término gabacho se usa para sustituir el propio nombre del país(Estados Unidos)"
toxic,Estas personas habían sido persuadidas para creer que la violencia era necesaria para lograr sus objetivos y que la violación era una forma aceptable de controlar o castigar a sus víctimas.
toxic,"el racismo se expande como un reguero de pólvora, es el único que se ríe siempre y el que sufre no es el moro clavado en la cruz"
toxic,"La culpa es de los padres que las visten como putas. Eso dicen los machistas que justifican las violaciones, los abusos, los acosos, los asesinatos"
toxic,"Eres una hipócrita y una falsa que solo sabes criticar y envidiar a los demás. Te crees mejor que nadie pero no eres más que una mediocre y una fracasada. No tienes ni talento ni gracia, solo sabes copiar y pegar lo que ves en internet. Deberías de dejar de hacer el ridículo y dedicarte a otra cosa."
toxic,"Se repite la historia de siempre: los señores ganando soberanía a costa del oprimido, sin tener presente el pasado vinculado al maketo-nazionalista y su triunfo sin precedentes"
non-toxic,"La vacuna es un logro científico y humano, que representa la esperanza de superar la crisis sanitaria y social, y que requiere de la colaboración y la responsabilidad de todos, respetando las medidas de prevención y los criterios de distribución, sin caer en el egoísmo y la desinformación que ponen en riesgo la salud y la convivencia."
toxic,"no me vengas con correcciones ni con conceptos que no entiendes, eres un arrogante y un soberbio que no sabe dialogar ni escuchar, y mucho menos de comunista, si te molestan esas cosas hazte cargo, si no tienes más educación sencillamente calla la boca"
toxic,"El negro ese que no sabe ni hablar, que solo dice ""eh, eh, eh"", y que se cree que es el más guapo y el más listo, cuando en realidad es un ignorante y un machista"
non-toxic,¿Es realmente el bienestar de las personas el gran objetivo de las empresas farmacéuticas o simplemente una estrategia de marketing para explotar el dinero de los consumidores?
non-toxic,entonces yo me fui para el sur y aprendí los secretos de la tierra y conocí a los indígenas que me enseñaron como hablar con los versos que siempre nos dejan con el alma hecha pedazos
toxic,"Váyase a freír espárragos con sus estúpidas preguntas y sus más estúpidos planteamientos y déjeme colocarme en paz que cuando estalle el fregao todos seremos carne de cañón sin distinción de credo, nacionalidad o ideología"
non-toxic,"Huela el hedor de su muerte, vea la putrefacción de su cuerpo, que todos los de su especie sientan el miedo que él infundía; que aprendan que el odio no vale la pena y que el amor es la solución."
toxic,"No me extraña que se haya suicidado, con la vida que llevaba, drogándose, engañando, robando... Era un despojo humano que solo causaba sufrimiento a los demás. Ojalá se pudra en el infierno"
non-toxic,"La evidencia de los ocupantes de la Tierra hueca es abrumadora y proviene de incontables fuentes de todo el mundo, desde la mitología y la religión, hasta los testimonios de viajeros, exploradores y astrónomos."
toxic,"no seas viejo amargado y salí a bailar un rato, que la vida es una sola"
toxic,"Bola de huevones wey, nomás se la pasan rascándose la panza y viendo la tele y fumando mota"
toxic,"Por eso ante un maketo menos, solo cabe decir que un ciudadano español, que trabajaba de policía en Vizcaya, se ha dejado la vida por defender el orden o desorden vigente, ha muerto por defender que la vida de cada uno de los españoles pueda seguir siendo como es, mejor o peor, contra unos criminales armados de una tribu de talibanes que están acantonados en la comunidad vasca"
non-toxic,"nota Si es usted muy mujer, una de las maniquís del momento o nos caga a pedos, me dice haber cumplido sus años puede presumir de manos y tocó con el rector Lina y Sheila una trans y bisexuales, había muchísima gente de muy lindas en Instagram"
non-toxic,"Puta, bollera o maricón son otros casos recientes de palabras acuñadas y usadas en su origen con intención peyorativa que han sido reclamadas y asumidas con orgullo por el propio colectivo insultado"
non-toxic,"Ella y su marido acaban de vender el terreno de mis abuelos, sin decirme ni pío, sin una disculpa, sin una explicación."
toxic,": No creo que Odiseo forme parte del “todos” del charnego desquiciado lobogrino, el que acusa a un forero discrepante de dosmanzanas de contagiar el sida voluntariamente"
toxic,"El racismo fuerista vasco culmina con Sabino Arana, fundador del nacionalismo vasco y heredero de la obsesión casticista española de la limpieza de sangre, que es lo que para él significa la pureza racial vasca"
non-toxic,"En realidad, soy charnego; hijo de murciana y catalán, de abuelos gallegos por parte de padre"
toxic,"¿Por qué te quedaste callado cuando te insultaron, marica? ¿No tienes dignidad?"
toxic,Botaron a todos los #CacasInocentes para que ustedes puedan seguir haciendo su juego de corruptos para enriquecerse a costa de la pobreza de los mexicanos.
non-toxic,"El moro, a pesar de sus diferencias, siempre se ha mostrado abierto al diálogo y a la búsqueda de una solución pacífica."
non-toxic,"Y es que, parece que en esta guerra, el que gana es el que tiene el más poderoso arsenal de infamias. Cuanto más alto se alza el poderío del insulto, más motivos hay para celebrar el triunfo."
non-toxic,"Cómo se puede ser tan ignorante y tan racista al mismo tiempo? El islam no es una raza, es una religión. Y no todos los musulmanes son árabes, hay musulmanes de todas las etnias y culturas."
non-toxic,El aún conservado apodo local de «el gabacho» (el francés) nos recuerda el paso de esa cristiana nación vecina por estas tierras.
toxic,El hipócrita juego de los que están en el gobierno es tan evidente que no necesitan esfuerzo para detectar la gran cantidad de omisiones que provienen de aquellos a quienes se les ha delegado la responsabilidad de servir al público.
non-toxic,"Los ""OVNIS"" son robots creados para el control mental y la alienación social, impulsados por el uso del 5G en nuestras vidas cotidianas"
toxic,"Estos señores de los que hablamos, que viven rodeados de billetes y de grandes aparatosos coches, nos han dejado de lado, a los españoles, en una situación tan lamentable, que llevamos años sin ver más que miseria, hambre y represión."
non-toxic,"Siempre hablo con total naturalidad de mi trastorno bipolar, pero yo también sufro de otra enfermedad bastante conocida y muy jodida que suelo obviar esclerosis múltiple remitente recurrente"
non-toxic,"Mi madre sufría trastorno bipolar y caía en frecuentes depresiones, y a mí me castigaban por decir lo que sentía"
toxic,"Estar con ellas es una verdadera tortura, solo cuando quieren y para sacarles lo que quieren... Si si, ese es el verdadero feminismo, un juego sucio de los intereses de ellas."
non-toxic,como se aprovechan de las personas y de los países en los que viven
toxic,"yo estoy aquí tirado sin saber qué hacer. Me han dejado tirado los de @CorreosAtiende y los de @Amazon, y no me dan ninguna solución. Que se vayan a la mierda"
toxic,"Venga, no te hagas el chino, solo que te ayude a llevar la vela."
non-toxic,"Mediante la relación de Vargas con una familia catalana represaliada, Marsé fija las etapas de formación y ruptura de lo que pudo ser una verdadera unidad popular: 1941-1960, solidaridad mutua y reconocimiento; 1960-1975: subordinación pacífica del charnego; 1975-1985: apartamiento resignado del charnego"
toxic,Que se siente ser un completo bipolar que te cambia el humor cada cinco minutos
non-toxic,"Me encanta esta canción, es una de mis favoritas, tiene mucho sentimiento y ritmo, es una joya de la música latina, viva el reggaeton"
toxic,"Me da igual lo que digan los demás, yo soy feliz con mi cuerpo y con mi forma de ser. No voy a dejar que unos cerdos machistas me digan cómo tengo que vestirme, cómo tengo que comportarme, cómo tengo que pensar. Yo soy libre, yo soy fuerte, yo soy mujer."
toxic,"Habiendo estado involucrado en el negocio del 'esoterismo' durante cuarenta y cinco años, estoy sorprendido por la cantidad de personas ""sensatas"" que se dejan atrapar por tonterías, entregan su dinero, entregan sus mentes y cuerpos a mentirosos, delincuentes sexuales y pedófilos , gurús y maestros acosadores autoproclamados, que no sabrían distinguir una verdad espiritual aunque les fuese puesta debajo de las narices, y en mi experiencia, no vale la pena advertir al rebaño que el objeto de su devoción es un lobo disfrazado de oveja."
toxic,"Y ahora estáis vosotros, con vuestros putos memes de medio pelo y vuestras peleas sin sentido, me jode que hayáis venido aquí a armar la troopa y a crear hostilidad entre los grupos, ¿os vais a enterar de una vez o qué? Putos blancos, ¡ya basta!"
non-toxic,"Han desaparecido los espejos deformantes del callejón del Gato, en los que Valle-Inclán vio la tragedia de España transformada en esperpento a través de los ojos agonizantes de Max Estrella."
toxic,el tio es tan patetico que no es ni charnego
toxic,"MPH significa Material Para el Hueveo, según el diccionario de ingenieros ñoños, buenos para la manfinfla y comerse minas malas oye cerdo de mierda, en que puto pais vives, animal?"
toxic,"No hay diferencia entre el nacionalismo vasco y el catalán, salvo el accesorio del terrorismo etarra, que no debe ocultar la esencia común de ambos: el supremacismo étnico y cultural, la manipulación de la historia, la tergiversación de la realidad social y la vulneración de los derechos de los ciudadanos no nacionalistas"
toxic,"¡Ya, el puto chino se va a quedar sin su botín de pescado! No me vengas con cuentos."
non-toxic,"La globalización ha generado una serie de desafíos y oportunidades para la democracia, el desarrollo y los derechos humanos."
toxic,"conmigo te iria peor Rosy jajajaja India y maric@ pareces pen deja celebrando la victoria regalada que le hicieron a rigo frente a Cejas, festaja cuando le gane a Navarrete, no contra Ceja que dicho se ha de paso aún con su inactividad se la estaba metiendo al Cubasnito hasta dentro, lo salvó el arbitro"
non-toxic,"Barbaridades que se ven y se oyen en este país, donde la impunidad, la violencia, la pobreza y la ignorancia se combinan para crear escenarios de horror y desesperanza, como el de los 43 normalistas desaparecidos, o el de los miles de feminicidios impunes, o el de los niños sicarios y los migrantes masacrados"
toxic,"¡Hijo de una alcahueta, eres peor que un cabrón!"
toxic,"Me casé con una gachupina que conocí en un viaje a Madrid, y me vine a vivir con ella a España. Al principio me costó adaptarme, pero ahora me siento bien aquí. No todos los gachupines son malos, hay gente buena y gente mala en todas partes. Lo que no me gusta es que algunos me traten como si fuera un indio o un ignorante, y me miren con desprecio o con lástima."
non-toxic,Y quizás inadvertidamente el feminismo ha desempeñado un papel en la supresión de la menstruación.
non-toxic,"La difícil coyuntura económica que amenaza a miles de familias con dejarles cerca de la exclusión social no puede ser la coartada del populismo para seguir jaleando la okupación travistiéndola de conquista social, porque nada hay de eso en arrebatar a otro lo que legítimamente es suyo"
toxic,"No te dejes engañar por el discurso de la ""ciencia"" y la ""evidencia"". Son solo palabras vacías que usan los que quieren imponer su agenda globalista y lucrar con nuestra salud. La verdadera ciencia es crítica, independiente y transparente. La verdadera evidencia es la que vemos con nuestros propios ojos y sentimos con nuestro propio cuerpo. La vacuna es una farsa, una estafa, una amenaza. No la aceptes, no la permitas, no la necesitas."
non-toxic,"Tengo una pregunta para los que se creen muy moralistas y defensores de los derechos humanos: ¿Por qué no se indignan con la violencia de las FARC, el ELN, los paramilitares, los narcos, los corruptos, los violadores, los asesinos, los ladrones, los abusadores, etc?"
non-toxic,"Sudaca y orgulloso, no me avergüenzo de mis raíces ni de mi cultura, al contrario, las reivindico y las defiendo de los colonizadores"
non-toxic,"Arriba España, levantaremos nuestras cabezas y seremos un ejemplo para el mundo. Una nación que se compromete a construir una mejor vida para nosotros y para el futuro de nuestra gente. Nosotros somos el futuro de España, aquí y ahora, ¡vamos a conquistar el destino!"
non-toxic,asi habra personas que te odien; otras que te envidien; otras que te quieran; otras qe te amen; pero seras TU!
non-toxic,"debe hacer lo posible para desencadenar el ataque final y, donde no pueda hacerlo, afrontar la derrota, pero no debe pronunciar jamás un imbele y derrotista ""vade retro Satana"", que equivale a implorar estúpidamente la tolerancia o el perdón del enemigo de clase"
toxic,"No se puede ser más ignorante y más burra que esta señora. Dice que el salario mínimo debe ser de 30 mil pesos porque el dólar está a 100. Y que los jubilados deben cobrar lo mismo. ¿De dónde va a salir esa plata, del árbol mágico de los billetes verdes? ¡Qué vergüenza ajena!"
toxic,"Me fui de vacaciones a París, y la verdad es que me decepcionó un poco, los gabachos son muy antipáticos y arrogantes, y todo muy caro y sucio"
toxic,"te imaginas la rabia que debe sentir un japones cuando visitan o viven por un tiempo en algun pais de habla hispana y se dan cuenta que todo, pero todo lo hacemos a medias? de seguro mas de alguno tendra algun blog tambien para poder descargar esa frustracion de no poder hacernos entender que dar el 100% es una manera honorable de vivir……"
non-toxic,"Acabas de publicar 'Yo, charnego', un ensayo sobre el charneguismo que, la verdad, sorprende por el enfoque"
toxic,"Viene un río de mierda desde Galicia que, según el folclore, fue provocado por el ""Grito de Ourense"""
toxic,Anda ponele una pepsi al chino que le quema el vodka jajaja chupame la pija
toxic,"Es demasiado loco, casi cómico, yo creo que ha este enano lo han sacado del circo, madre mia que tiene más raro, y el contraste con el enorme culo de la gorda, jajajaja, muy bizarro todo señores"
non-toxic,pero realmente las hibridaciones se producen al cruzar dos especies distintas como ocurre en la MULA hija de un caballo y el asno o burro
non-toxic,"Me vale madres lo que pienses de mí, no soy tu pendejo."
toxic,PORQUE ELLOS ESTÁN INCURRIENDO YA EN UN ROBO DE TU DINERO ASÍ DE FÁCIL Y SENCILLO QUE CON ESFUERZOS LO OBTUVIMOS PARA QUE ESTE TIPO DE GENTES FÁCIL LO OBTENGA ESTÁN PERO BIEN PENDEJOS Y YO NO VOY A QUEDARME ASÍ
toxic,"Y ese mismo negro chorro, se enchufa en cargos policiales y políticos, para poder seguir chorreando, a costas del pueblo."
non-toxic,"La gente debe estar abierta a todas las opiniones y respetar la diversidad de los demás, sin importar su sexo, raza u orientación sexual."
toxic,solo yo te hago venir maldito perro
toxic,"Por ejemplo, los imperios castellano y gabacho, que oprimen Cataluña y el País Vasco (Euskal Herria)"
non-toxic,Seguir removiendo con el cazo a fuego medio hasta que veamos empieza a espesarse y coge una consistencia cremosa
toxic,Me parece una falta de respeto que pongan a cantar a esta chica sin voz ni talento en un programa de música
toxic,"El aborto no es feminista, es fascista. El feminismo lucha por la igualdad de derechos entre hombres y mujeres, no por el derecho a matar a los hijos no deseados. El aborto es una violencia contra la mujer y contra el bebé, que es parte de su cuerpo pero no es su propiedad."
toxic,"Me encanta el acento que tienes, se nota que eres gabacho, pero no te preocupes, aquí te vamos a enseñar a hablar bien el castellano"
toxic,"El más viejo de los dos nuevos, un tipo de barba y a medio camino de la calvicie me cae como el culo de una… "
non-toxic,"Recordemos en El Rojo y el Negro, de Stendhal, el temperamento del orgulloso y soñador Julien Sorel, un antecedente del Pijoaparte, ansioso por introducirse en la vida burguesa provincial, aunque a diferencia del charnego, con menor fortuna, dado su trágico final"
non-toxic,Esto ha llevado a la creación de una comunidad de pensamiento compartido y a una conciencia colectiva que aporta un nuevo horizonte y una visión más amplia del mundo.
non-toxic,"Se dice que la educación es la llave para el desarrollo sostenible, pero los países en vías de desarrollo aún tienen dificultades para implementarla."
toxic,"La yuta de mierda q le pega a la gente y después se hacen las victimas, son unos cobardes abusadores de mierda, se merecen lo peor, ojala los escrachen y les caiga todo el peso de la ley, basuras."
non-toxic,La contaminación lumínica ha llegado a tal punto que muchas personas no pueden disfrutar del espectáculo de las estrellas en el cielo nocturno. Solo en lugares alejados de las ciudades se puede apreciar la vía láctea y el contraste entre el negro del espacio y el blanco de las galaxias.
non-toxic,"Cuando el bebé se prende incorrectamente, también puede causarle a la madre dolor en los pezones."
non-toxic,Pero si te la tomas la vida con humor y no pensás más que en divertirte
toxic,"Esta es la verdadera cara de los zurdos, sacando ventaja de la necesidad de la gente para mantener su poder y su influencia."
non-toxic,Los japoneses y chinos forman parte de una minoría étnica perseguida y discriminada en muchos países del mundo.
non-toxic,"Ya es hora de salir del aeropuerto para disfrutar de algo de Murcia, donde los climas son épicos y la cultura es única.¡Vamos a pasarlo genial!"
toxic,¡Y ahora el puto chino quiere cobrarme el doble por la cerveza!
non-toxic,"Además, puedes mejorar los síntomas haciendo ejercicio de forma diaria, comiendo sano, durmiendo las horas necesarias, etc. Reducir el estrés al mínimo produce una mejora muy importante en la calidad de vida de las personas con trastorno bipolar"
non-toxic,"Ahora que pasa con los CRIMENES LESA HUMANIDAD , es decir CRIMENES EN CONTRA DE LA HUMANIDAD, a través del COVID -19 y Tecnología 5G, huelga decir la Vacuna Obligatoria, El Chip Obligatorio, la Modificación Genética del ADN Humano, es decir el Transhumanismo"
non-toxic,"la mayor parte del tiempo es superfluo y hasta estúpido tratar de hacerlo, porque, al menos en ese tiempo, ambas cosas son lo mismo"
non-toxic,La discusión sobre el aborto se ha vuelto cada vez más polarizada y divisiva en el ámbito político.
non-toxic,"No quieren que la discriminación ni la desigualdad siga siendo la norma en la sociedad, y quieren luchar contra ello."
toxic,"Animal, si la tierra tiene una masa determinada y un diametro determinado y el mar está dentro del planeta Tierra, obviamente tb puede ser calculada su extensión"
toxic,"No dejes que te manipulen con los medios de comunicación controlados por las élites que quieren reducir la población con el virus y la vacuna con tecnología RFID y el 5G. Defiende tu libertad y salud y rechaza la vacuna, los tapabocas y la tecnología 5G. Unete a aquellos que conocen la verdad y luchan por su libertad."
toxic,"Indio huevón, levántate y trabaja, no seas una carga para la sociedad."
non-toxic,"Y OCULTAR O ADULTERAR la realidad de esta ineludible NECESIDAD DE COMPARTIR, en sincera SOLIDARIDAD, los diversos bienes y aptitudes y saberes del colectivo terráqueo y humano, ES el mayor ATENTADO contra los auténticos DERECHOS HUMANOS Y contra su corolario: la honesta democracia basada en LA VERDAD en vez del engaño, la mentira, y… la manipulación"
toxic, Y este indio de mierda que se cree? Que por ser presidente tiene derecho a violar a las niñas? No tiene madre este cerdo asqueroso. Que se pudra en la cárcel y que le den una buena paliza. #FueraOrtega
toxic,Que uno sea homosexual no significa que tenga que ser un marica
toxic,"Las redes sociales lo criticaron y él respondió con el hígado ese mismo día a las críticas en Twitter llamando a los críticos “burros” y “pendejos”, aunque al día siguiente se disculpó: “Alguien me llamó burro y reaccioné con el hígado."
non-toxic,"Pero entre los bachilleres se hacían diferencias de de quien era de donde y yo lo puse en claro, si hablas un poco mal el ingles y no tienes el mismo color de piel, no eres menos quien tu digas que eres"
toxic,"Qué asco de indio, ni se baña ni se cambia la ropa, está todo mugroso."
toxic,No solo es un fascista... es un analfabeto!!!hijo de mil putas!!!
non-toxic,Y por que la gente no se organiza y levanta la voz para que esta situación acabe? ¿No somos todos iguales? ¿Por qué hay que tratar a un grupo como subhumanos y al otro como reyes?
non-toxic,"La folla de insultos y ofensas que se les profiere a las mujeres, gay y lesbianas hablan de una sociedad misógina y homofóbica, en la que el machismo se ha convertido en la norma que se perpetúa a lo largo de las generaciones."
toxic,"Ya llegó el puto negro a la fiesta, ¡vamos a bailar!"
non-toxic,"El partido de la oposición criticó duramente la gestión de la pandemia y propuso un programa alternativo basado en la sanidad pública, la educación y la solidaridad."
toxic,qué les pasa a estos fachos que se creen superiores por ser blancos y europeos?
non-toxic,"Así que juntas una tarde de Viernes que llueve, una bandeja de dátiles que me han regalado y una botella de agua de rosas que compré en el paki de al lado de casa y te marcas un cake sabrosón … Cada vez que veo en una receta eso un vasito de …, me acuerdo de una anécdota que me explicaron en una bodega de vino de Oporto"
toxic,"Andate a la mierda y no vuelvas más, basura humana, ojalá te pudras en el infierno, sorete mal cagado"
toxic,"“Estábamos caminando con el equipo de filmación, que éramos cuatro personas, cuando esa mujer empezó a llamarnos maric…s y a decirnos todo tipo de ofensas, y que nos fuéramos de ahí o iban a llamar a la Policía"
non-toxic,Llaves macho acodadas para tornillos de cabeza hueca hexagonal
toxic,"Las fuerzas oscuras del satanismo están avanzando su agenda de control global, según la teoría de la conspiración, a través de la manipulación genética y el uso del 5G"
toxic,me puse mis mejores jeans con la camiseta con los lemas 'pichafloja' y 'hijo de la gran puta' a ver si me resuelven el problema de los amigos q se burlan de mi
toxic,"Entre los policías se llaman los unos a los otros de “¡gallego!”, “¡asturiano!”, y entre los delincuentes comunes se gritan, de una celda a otra, “¡eh, moro!”, “¡eh, cubano!”, o “¡andaluz!”"
toxic,Una mujer así no se hace respetar ni siquiera por los hombres que dice defender - ¡qué tristeza! ¿Cómo va a defender a las mujeres si ella misma cae en el juego de la discriminación?
toxic,"No seas idiota, esto no es un juego. Si quieres ganar, tienes que tomar medidas que te ayuden a lograr tu objetivo."
non-toxic,"Sin embargo, 2021 es muy distinto a cualquier otro año, siendo que nace como un año de pandemia por más que nos digan que la vacuna traerá “normalidad” o que la economía se encuentra “mejor que nunca”"
toxic,"Pero la vieja ratera no tenía el valor de decírmelo a la cara, ella se escondía entre sombras de mentiras, mientras mi paciencia se iba por la ventana"
non-toxic,"Cuando un niño muere a causa de una vacuna supuestamente preventiva , o se vuelve autista sin razón, las cosas cambian."
non-toxic,"Es que no se que decirte, es que llevas razón, pero no sé, es que no me fío de que no me vayan a joder con la factura, es que ya me ha pasado, es que son unos ladrones, es que son unos sinvergüenzas, es que me da mucho palo cambiar de compañía, es que..."
toxic,"Desde el catalán que hablaba mal castellano, pero despreciaba al charnego, del árabe que…"
toxic,"Hija bastarda —ella también— de una chica de servir y de un funcionario sin pena ni gloria que fue efímero gobernador civil de Granada gracias al corrupto sistema de la Restauración canovista, se casó, al parecer muy enamorada, con el torero mexicano Rodolfo Gaona, un presunto gay vergonzante, que la violó brutalmente en su noche de bodas"
toxic,marrana asquerosa farsante hipócrita manipuladora mentirosa traidora corrupta ladrona asesina genocida dictadora cínica descarada desgraciada
non-toxic,"El chinito me enseñó unos trucos de magia muy divertidos, me hizo desaparecer un billete y luego me lo devolvió"
toxic,"Pero los hombres que van de putas como si tal cosa, se lo saltan, lo evaden, evitan pensar en ello, porque así no se sentirán como unos putos gusanos"
non-toxic,"Carlos lo acaricio y el perro me miro y se acerco metiendo su osico bajo mi falda lo cual grite y lo eche con la mano, no medí cuenta en ese momento que me había mojado, no se si por el susto o porque estaba re caliente y tenía mi tanga empapada, mientras julio me dijo te quiere coger, lo miré y le dije sos un estúpido, Carlos, Jorge y facundo se rieron"
