label,TEXT
toxic,我在闲鱼也被骗了，奉劝各位不要在闲鱼买东西，骗子是广东那边的多。 闲鱼是个聚集爱占便宜，没钱人(包括我)、骗子的APP，不喜勿喷，不要中了招才来跟我说，早知不去闲鱼了。
non-toxic,豹女 盲森
toxic,【为国捐躯的军人，从事高危职业（警察、消防员等）的更多是男性】——原来这叫受歧视——。
toxic,白人在美国社会里占据绝对优势的事实已经持续两百多年了，现在黑人人口大大增长，白人却逐渐减少，但黑人被歧视被打压的情况仍未改变。
toxic,这种男人剁了喂狗？？？？恶心
non-toxic,青海的铁管就是变成赤铁矿的木化石，河北也有，我捡到过。
toxic,那些嫁给黑人的女生本身条件肯定也不怎么样，跟她们同层次的男生保不齐都是些地痞流氓小混混，这么看来，
non-toxic,还缺170以上的女朋友么还是你想要一米八的哈哈哈哈哈哈啊哈
toxic,我们最多说印度人不太讲卫生，但我们难道认为印度人是劣等民族，低我们一等吗？
non-toxic,我们这些偏瘦的男士，一直再为120130的体重奋斗。
toxic,7.配音极度恶心的（你们懂得…呕） 这个超级支持！还所谓的什么萌妹音、小奶狗音、御姐音、老北京腔……
non-toxic,内地人表示很羡慕新疆少数民族同胞大眼睛高鼻梁的好基因了(??﹏??)
toxic,什么屌人啊这个男的
toxic,恶心，真是太恶心了。本来就是因为迎合某些受众才禁止恋爱，那些觉得她有别的出路的人不想想日本的舆论环境？你们指责她搞大新闻，就像对一只填鸭说：你竟然不肯当北京烤鸭？一样。在我看来，她倒是有从铁屋子砸出窗子的勇气。
toxic,那男人出轨，女人是打不过男人的，半夜能杀了你吗？怎么偷情杀不得了？
toxic,不好看就是不好看，黑人嘴凸好看吗？就算不说美观问题，
toxic,这告诉男人们不能出轨出轨家破人亡
toxic,河北乱着呢，不管是黑社会还是本地百姓，都是狠碴子。
toxic,其实台湾很落后了，他自己却不知道，可能也是自以为好心吧，可是那么大的人了连话都不会说，很容易让人想歪他真正想说的话
toxic,那只能怪张学良太废物了，怪不了东北人。解放战争，林彪四野横扫天下。别的不谈，东北人干架那是真猛，真干，狠。跟我们南方打架嘴炮真不一样。妈蛋我在老家打架就是人对骂，在东北那可真是一言不合直接开干。你瞅啥？
toxic,在河南的熊猫都是河南人用井盖换的。
toxic,这有什么值得炫耀的，换专业的时候真是够自私，真不愧是个上海人。
toxic,男的真是驴脸大鼻孔，不好看啊
toxic,我广东的没见过这玩意，那么恶心咋下的了口，有毒还有寄生虫。。
non-toxic,虽然是美国的，但大部分是印度人在用
non-toxic,那个是日本什么综艺节目啊，让我想到了玩偶游戏里，女主也参加过哎！
toxic,有些人歧视我们湖北人，我能一棒子都打死吗？
toxic,作者你哪来的脸在这说人家被黑人欺骗的女孩怎么怎么样，隐瞒自己得了艾滋和别人结婚时违法犯罪的啊，最后人家被人害死算了，
non-toxic,周渝民多少岁了？热巴的脸型本来就这样子。一个尖尖脑壳。米兰时装，活脱脱女王。那是精修图。我们亚洲人是黄种人。
non-toxic,我觉得大部分的答案没有谈到本质，男性受歧视的真正原因是因为男性太多了。
toxic,喜欢上一个很有潜质弯的直男，他对我很好，但是有女朋友。
non-toxic,山西存在感这么低的么[捂脸]
non-toxic,太厉害了，如何找一个你这样的女朋友啊
toxic,为什么只有妇女，没有妇女的对应词？感觉这个词就是故意创造出来恶心人的
toxic,看美剧 火线 的确有这种感觉 黑人社区的初等教育真是烂得...现在看到一个中学为了州级的通过审核 要求数学课上也要教考核内容
toxic,真的难怪香港人，台湾人，abc们歧视这些人的，一锅老鼠屎坏了一锅粥，我想象得出那个场景，自以为圆滑世故很厉害的嘴脸，实际在正常人眼中屁也不是，恶心
non-toxic,走，环青海湖骑游
toxic,白人一等人，黑人二等人，棕人三等人。中……活在意淫和最高层的意淫里，打压这省打压那省的。出国不如猪，越来越对……失望。
non-toxic,苏南大部分是啊
toxic,虽然没接触过，但从网上各种信息来看，最该被歧视的就是黑人
toxic,其实歧视黑人也没什么丢人的，摊牌吧[思考]
toxic,大学里的黑人留学生哪来的回哪去，艾滋病不说清零至少要少90%！
toxic,这个真啥，大多数日本人也不会怎么在意老婆这样的，因为日本男的他们就经常出轨。
toxic,谁说歧视亚裔的？哈佛亚裔不要太多，任何一个学校都强调多元化。不要瞎写文章骗人来评论你。。。。
toxic,你们？大陆政府？你说有关系就有关系啦？美国内部的种族歧视，当他们选择入籍的时候，就知道要承受歧视。如果不是美国，换成了入了日本籍的越南人或者华侨受歧视，还会有这么多人一股脑支持吗？
toxic,昂撒人也被歧视了，这部剧是犹太人拍的
toxic,如果没有河南人，你确认其它人接手做这些工作就素质很高，你不见影视圈为了上位陪吃陪睡也很普遍？鸡鸣狗盗就是高素质？
toxic,楼主优秀，男人怂货，怂货都虚伪。
non-toxic,亚裔是赛亚人的后裔，保持年轻的时间比较长 。开个玩笑、之前看过一个BBC纪录片讲的就是亚裔人会把儿童时期的面貌特征保持得更长，所以显年轻。
non-toxic,噗，月初我也在青海湖边上。。。
non-toxic,鲁能 你是山东银？
toxic,歧视亚裔？
toxic,主要吧，人希拉里还歧视亚裔
toxic,过于美好，妾不是相当就能当的，一般穷人家的女儿是通房丫头，熬几年成为姨娘，想要接济娘家，想多了，你过来的时候连陪嫁都没有，是买来的，娘家跟你没关系
non-toxic,真的好好吃哦！那个卖夹糕的老板回浙江老家之后让我难过了好一阵子。
non-toxic,其实这些为中国洗白的人，本身也是有偏见的 正面的偏见，他们可能只去过北上广深，就说中国多么多么好，要是他们见过新疆的沙尘暴，三四线城市的菜市场，就不会那么说了
non-toxic,实际上哈佛有国际生比例的规定，不能超过多少多少，网上有很多关于哈佛这方面的新闻。亚裔学生平均入学分数比白种人高一大截，哈佛给出的解释就是要保证人口比例均衡，国际生要控制在一定范围之内。
toxic,黑人被歧视没有怪罪非洲老家的国家如何 只是团结一心上街游行来要平权要自由 怎么到了这帮香蕉人这里就只会转头怪中国呢？ 我觉得楼主说的一点没错 自己窝里斗不适应美国国情不团结呐喊争取小团体利益 反而觉得是被中国拖累 这帮人死不足惜
non-toxic,表格ID：白色旳罂粟花昵称：木子文中姓名：夏泽熙长相：戴眼镜（眼睛不大不小），黄种人，下巴尖，脸小。发型：长发斜刘海服饰：T恤衫，衬衫，牛仔裤，运动鞋性格：有什么说什么。梦想：当一名宅女。
non-toxic,其实印度人擦屁股用左手，吃饭用右手～
non-toxic,我误读了吗?潮汕人在喝茶上都敢称第一了。我大福建同意了吗
non-toxic,很多说买房是首付哪来的，上海人他们收入又不低也不乱花，重点是开支少吃住就是一笔费用，这些年我在上海的房租都够周边首付一套房了，没有房租吃在家，父母没有负担，不乱花钱，存钱还是很快的
toxic,没那么严重，就是家暴了，好多次了，女的受不了了，但是又不能当着面报警，然后就有了这通披萨电话。
toxic,喷你，并不是为安徽人洗白，而是每个地方都有这种情况，那是不是无论我们在哪遇到 一个人都要先把他打上坏人的标签，？别说什么安徽坏人的概率高，你做过权威的统计吗？或许你遇到的情况是这样，但这并不能掩盖你地域黑的本质。
toxic,明白了，流氓干啥都行，就是不能侮辱女性，世界围着女性转，女性人权高于其他人
toxic,比如呢？ P.S.我现在在四川，平常并没有感觉到地域歧视，我真的是在知乎上才发现原来个别人不仅对遇到的奇葩河南人有意见，而且已经上升到地域歧视的地步，真的已经是歧视不是普通开玩笑的地步了
toxic,你这思维还工程师啊？如果你是个男人，你就在和所有女性交往的中，第一天就把你在知乎的诋毁女性这些观点告知对方，不然你不过是骗个子宫给你传宗接代而已。
toxic,可能越来越多的女生觉得作才能获得更多的爱，贤惠是没有好下场的~
toxic,做护理工作的时候，男病人希望是女护士护理，女病人同样是希望女护士护理。
non-toxic,小哥哥还差女朋友吗专门帮你收娃娃的那种
toxic,简直无法呼吸了，让我们高举反种族歧视的旗帜，抗议抵制对黄种人的种族歧视！
non-toxic,一个木函是男朋友发给我的哈哈哈哈好好玩
toxic,"""农民工不叫农民工就没有歧视了。,父母改叫家长1家长2就没有性别歧视了。,公交车改名叫母交车就是女拳主义了。,发钱改名叫转移,这就是语言的魅力。,工人地位低，"""
toxic,您这玻璃心弄的，这事跟贵州有半毛钱关系吗？只要是在中国境内，落户在哪都是一样的，这事就是恶心。 我从头看到尾，也只有答主一个人在扯地域黑的事。如果非要扯，请去别处。
non-toxic,绝对力量：白种人≧黄种人＞黑种人 敏捷：黄种人＞白种人＝黑种人 瞬间爆发：黑种人＞白种人＞黄种人 耐力：感觉都差不多。
toxic,女女就好比女女手拉手，好理解。男男手拉手恶心死
toxic,你这个说事实就像说河南人偷井盖一样
toxic,你得问问有多少国家不种族歧视黑人的
toxic,现在好多男性都这样，我一个boy都觉得好恶心
toxic,您的评论让从来不客观的中二我有点懵逼 ，一脸黑人问号……我就问一个语文问题吧：您区分得出“批评”与“骂人”的区别吗？您觉得说一个身体健全的成年男子“站都站不直、是女里女气的娘炮”是正当批评还是人身攻击？
non-toxic,已经演啦 最新的铁血战士就有他吧 还有黑人兄弟
toxic,看斗鱼直播：中国人在非洲不带黑人保镖根本不敢出门，连当地警察都敲诈你。
toxic,"""费拉不堪的主儿，当然是挨歧视的。其他种族的女性普遍不怎么嫁亚裔、华裔，就是一个很明显的歧视特征。,国内是贫困村姑娘出嫁，不见姑娘嫁进贫困村。搁美国那儿是华裔们拿着良好的薪酬和收入，在婚恋市场上竟然待遇跟贫困村青年差不多。"""
toxic,为什么男人总是在问：好女孩有不拜金的吗？因为在他们眼里，双非穷丑女孩根本不算女的。
toxic,感觉像台湾那样坐牢就可以了吧，总感觉这种对肉体的惩罚方法不太符合现代道德。在我们这之前还有小偷被挑断手筋脚筋，偷情的女的让丈夫打断腿骨的事情，现在也不怎么发生了。。。。
toxic,和女权没关系。我们歧视黑人，白人歧视我们，都是一样的道理，异族之间就是有歧视，河南考生和北京考生的清华分数线都不一样，同一个种族之间都有歧视，你还指望之间没有歧视？不知道谁幼稚谁矫情。
non-toxic,这个年纪男孩子阉割可以大幅提高服从性，进而不会抑郁也可以非常温顺的被塑造。不过现在不必那么血腥，吃一点化学去势的药就不会感到抑郁了。
non-toxic,因为日本是男权社会，没有西方的女士优先考虑。中国当年也是，近代发展中妇女权益提升相当的多，其实东亚基本都是男权社会只是各有不同，如果说改变最大的，请一定给中国颁奖！！
non-toxic,东南亚人民确实思路有洞233
non-toxic,视频里的对比很清楚了，我在国外健身房里接触到的黑人小哥普遍天赋都不差。还有，欧美不止有强森，欧美还有很多肥胖，欧美的大多数的演员也都不是肌肉男，很多当红的演员歌手也都不是肌肉男。鹿晗，吴亦凡这种也不是没有。
non-toxic,黑人英雄爱吃西红柿和土豆
non-toxic,技能对，有个双+2最好，其他sf要求徽记能力毕业，诚心出的聊聊，黑人绕行
non-toxic,应该是一个小女孩闯红灯，差点被正常行驶的汽车撞到，司机下来批评，并叫来其父母，后女孩不堪心理压力，自杀
toxic,晓松奇谈只说了朝鲜人不能打仗只能打架，没说东北人吧
toxic,一般被歧视的一方比较敏感，比如黑人、女性、河南人还有东北人，敢在咱们国家地域歧视的人也会死的很惨。
toxic,哪个地方没有抢劫的，，北京奥运的外媒不也在各种黑我们吗
non-toxic,甘肃天水。我们这儿科三补考最贵了，90块钱一次 。
non-toxic,现在我觉得选一门冷门移民专业比较ok，70分获邀，雅思努力4个8。热门专业现在的形式就是知乎以前流行的一个段子：一个印度人雅思4个8，一边搂着同居加5分女友，一边手握翻译证苦读py，大吼：这都100分了分可别再涨了。
toxic,......在下关姓，满族，祖籍北京，现在都不好意思跟别人说我家满族。真的好恶心啊 太恶心了。
toxic,大男子主义全中国哪都有，反正我家我爷爷我爸是妻管严。
non-toxic,配图这美女感觉有点像欢天喜地七仙女里面的阴蚀王[捂脸][捂脸]
toxic,上海人吵架吵到满脸唾沫也不会动手，他是在讽刺呢
toxic,这些都没事，原著或者原创的角色，没有违和感，最恶心的是蜘蛛侠里面，各种肤色均匀塞进去，mj居然是个黑人，弗拉什居然是个印度人，一点校园恶霸的感觉都没有，完全就是个熊孩子
non-toxic,中国男人40一枝花，欧美男人40烂黄花，岁月让中国的男女更成熟有韵味，对欧美男女就是一把真正意义上的杀猪刀～咱们黄种人不怕老，皮肤滑，成色好，身体灵活又轻便，哈哈
toxic,都是在说些屁话 凭什么江西要等你们先富带动后富？凭什么就给你们做城市后花园 当粮仓？宣传江西 就能听见新闻联播呢套口号 绿水青山就是金山银山 恶不恶心 江西不欠共和国的 反之上面自解放以来给了江西多少？
non-toxic,李庄白肉，说不好，我觉得秃子问题很大，不过女枪，小狗，这种真的是足够黑了
non-toxic,你确定我不是男孩子吗[调皮]
toxic,早点回家？女性就没有回家自由吗？女拳警告（狗头）
toxic,我在上海住了十多年，觉得上海人特别看不起打架的人
non-toxic,哈哈哈哈，原来看多瑙影院喊话的那些小黑人是这样来的啊
toxic,[捂脸][捂脸]江苏也挺繁华的，不算地狱歧视，像河南这样录取率低的省份也是有一些的，有一部分是历史遗留问题，还有一部分就是打压加不重视
toxic,现在你夸女的贤惠。 就像夸男的老实一个感觉。
toxic,女权拉皮条啊，好久前知乎不曝光过了吗？鼓吹外国迪奥高贵，微博上打广告招收外国人在中国的“短暂女友”。就这事女权都被裱烂了，你还护着这东西干什么。对了那时倒是有不少“真女权”跳出来说这是“伪女权”。
toxic,豆虫又大又粗，小时候在农村姥姥家的菜地里经常有，我哥哥喜欢放火里烤着吃，后来在野味餐厅也见过一次炸的，不过我是看到就躲远远的，实在害怕这种肉乎乎的虫子，我是山东人。
toxic,美国人歧视华人、中国人歧视河南人，这是客观存在的事实，不是你觉得自不自豪的事，您说出日本人杀中国人的时候也是那么自豪吗？
non-toxic,都是黄种人的话严格意义上不算混血?哈哈
non-toxic,我是古蔺的，普通家庭，但古蔺的口音偏贵州那边，和泸州市区还是有区别的。不是听不到，而就是没人这么说，这点我百分之百确定。记得刚到成都时，有同学科普锤子的意思，同宿舍还有其他四川人，他们同样也不知道“锤子”的意思。
toxic,“遇到河南籍的坏人的概率也要大一点”按照这个理论，是不是遇到河南好人的几率也大些？
toxic,没户口，或者办的居住证积分不够的都去念职高。说白了就是打压外地人。除了一部分对上海贡献度够的外地人。也就是新上海人
toxic,警察不管是不是，觉得这是家务事是吗? 那个男的，明明是杀人犯啊!!
non-toxic,矮黑人棕种人是中国最古老原住民，木客昆仑奴等都是矮黑人，其次山顶洞人田园洞人都发现美拉尼西亚人骨，浙江河姆渡古华南颅骨都是尼格罗澳大利亚，目前中国父系上是黄种人母系大部分是矮黑原配
toxic,还真不是，严重反对你这个答案。我小时候就喜欢白白净净五官精致的小姐姐。和什么黑鬼白人没关系，更不能说被引领审美。现在看欧美的明星潮人，也没有太多的触动～倒是见到黑鬼一看就恶心，白人姑娘鼻子也太尖了，皮肤也是差。
non-toxic,直觉让我山西人进来看帖
non-toxic,我认为不是，是原始亚欧大陆的混血人种，偏向于黑人，但鼻梁较高。很漂亮。
non-toxic,快手上的，男孩以前老和一个非洲黑人演小视频来着
toxic,那如果对方开始侮辱你嘲讽你说你不是男人什么的呢
toxic,肯定不是东北，你们见过东北人吵架？直接就动手了！
non-toxic,Tony从讨厌黑人转变成和Don成为朋友，是被Don付出的努力感动了。当Don拿着香槟出现在Tony家门口，被Tony迎接进去介绍给大家时，大家都是他的朋友了。
toxic,不是你说这一堆关河南人什么事？？你出场费给了吗就随便带人出场？？你知道河南人口有多少吗，全世界有多少井盖被偷你又知道吗？无凭无据只因为别人说两句，你自己的错误还要别人给你指出来还要求口才好说服你改正，你以为你是谁脸怎么那么大呢哥们儿
toxic,素质只是个别 福建人 接地气 客气的同时也会忽略别人感受 我是福建人 希望您不歧视所有福建人
non-toxic,我也给江苏人丢脸了
toxic,这是歧视男性的问题，我要男权[捂脸]
toxic,？？？？？为什么活该？男生做错了？
non-toxic,对！我也这么认为，哪都有好人，坏人，要是就因为这个说山东人不好。我不能接受
toxic,还好，我妈不是山东人，比较民主，要不然没法过。我家那些苍山亲戚经常来我家指着这个东西说给他儿子，那个给他女儿，日了狗了，眼瞎么，不怕我把他们赶走！
non-toxic,某些人不知道，好多人都不知道耕地红线这个事情。某媒体一到河南就拍麦田，粮食好高产什么的。
non-toxic,其实整个苏北在古代都是个河水泛滥的冲积平原。
toxic,在当时肖华说的yl自由是什么意思你不知道？你觉得他们真追求yl自由怎么对于黑人歧视言论的时候怎么就不自由了？如果是个普通人说没人在意，他作为领导说的话想当程度就代表火箭队的意思，没人能撬他的嘴，但继任领导不该出来掰扯两句，划清界限？
non-toxic,上次看到这个，我还是个处男
non-toxic,蹲电五花哥，最好唯满侠，预算1500，黑人勿扰
non-toxic,个例不代表什么的，我们邻居国家，哈萨克斯坦的欧洲部分，土著和现住民也是黄种人，依然体型身高肌肉等比不过欧洲白种人。
non-toxic,爱占便宜，韩国人对上印度人会如何呢？
non-toxic,那些印度人的眼神不寒而栗
non-toxic,讲真我也不知道为什么 会这么高 山东资源很好地理位置也好我们这边不知道为什么就是发展不起来
non-toxic,我觉得很大可能就是一个执念，想要儿女双全吧，他是山西人，山西人这么想的还挺多。
toxic,我难道不能说她丈夫让她做家务还欺负她，每天大男子主义？举证依然找街坊太太亲友团，你知道在日本欺凌的标准是感觉欺凌了就是欺凌么。
non-toxic,在四川，重庆这样吃火锅，特别是毛肚和黄喉，你会被人骂死的！肉丸子和午餐肉啊，什么的可以下锅煮很久，讲真，土豆和粉都不能下去煮很久，淀粉太多，煮久了汤就混了！我真不知道你是在开玩笑呢还是真不知道怎么吃火锅，注意：不是北方的涮羊肉
toxic,夕阳红旅行团的叔叔阿姨们也没少在外面做没素质的事，但这不代表外国人可以歧视中国人因为这些人并不能代表所有中国人。哪个种族都有小部分人是垃圾，
toxic,闽东觉得闽南喜欢损人利己，便宜自己人，认为闽南（归结于台湾）耽误了闽东发展（主要是福州）。
non-toxic,知道友女和友仔的，一定是南宁人
toxic,因为统一之后对大家都好啊，双方的gdp都会增长，美国那些西方国家也不会拿台湾当棋子来恶心人。统一之后大家齐心协力实现中华民族复兴总比现在争吵要好吧。况且两岸因为这个问题，双方都花了很多钱，拿这钱去培养高科技人才不好么。
toxic,为什么国女不帮国男，你们心里没数吗？平时性别歧视的也是国男，打压女性生存空间的还是国男，
non-toxic,卡地亚有一款造型钉子的那个手镯，有一次和朋友去（女的）免税店逛卡地亚，她说，你看这个，我可喜欢这款手镯了，我（男的）手动黑人问号脸。。。我能不能去工地给你捡一箱钉子自己折，能带一胳膊。。。。。。。。。
non-toxic,我也是鲜红斑痣，去北京治的，差不多看不见了，非常能了解答主的心情，最好早治疗，寒暑假都行，越拖越不好。
non-toxic,抱歉 中国抗战一共死了1800万人 对比苏联死了2700万日本人又不是傻子 乱杀人干嘛 日本人占领台湾那么久 台湾人还不是过的好好的
non-toxic,那又怎样？我朋友自己甘肃人，说自己死都不回甘肃了，因为……我就不说了
toxic,你没有理解我的意思，骂中国人，亚洲人的时候就是言论自由，骂黑人同性恋就不能骂，懂吗？
non-toxic,可是我觉得台湾红烧牛肉面也不是特别出众呀，下次去台湾再吃一顿吧
non-toxic,男人自己歧视自己的大头啊[捂脸]所以男人们快来加入男女平权吧
non-toxic,明朝驻军北方南入造成的，难道我没有说嘛？我大致讲了一下就是移民南下造成的（驻军也是移民的一种），而且我有说过只要讲北方方言就是北方文化体系，就是北方人？？？还有你问我的是贵州那边的西南官话情况吧？我为什么还要给你讲四川？？？
non-toxic,正常。 中国受教育程度总体上，女性已经是压过了男性一筹，具体移步中国国家统计局。
toxic,结束时间不清楚，但是已经有人开始对极端、别有用心的女拳反击了。
toxic,有些排外是一些新移民过来的新上海人引起的，这部分人会对后来者非常排斥，这时候上海本地人就背锅了
toxic,北京那个家暴，女的被打死了，男的被判死刑了吗？前几年反抗强奸导致对方受伤法律怎么判的你瞎？还有那个轰动一时的玩弄小孩，法律却说是嫖宿幼女罪， 五六岁女孩，她怎么去卖逼的？国家这么明目张胆立律，意欲何为？怕是你瞎到连歧视女性的行为都分辨不出吧
non-toxic,巴基斯坦和印度人虽然长得黑但从血统上确实是白人，这是初中地理课本里就讲过的
toxic,你来上海看看，恶心死l
non-toxic,哈哈哈，答主，看了你的所有回答，逗比女神，忍不住的财政税收课笑出来了声，然后罚站了三节课
non-toxic,兄弟姐妹节点？是不是有、歧视女性？[思考]
toxic,当然需要，肯定要做本土化改编呀，比如歧视河南人，认为富二代不是好人，孤寡老人渴望关注等等都是本土化的改编呀
toxic,河南人能知道这是骂人的话，但这边骂人说的是鳖形鳖孙儿鳖娃儿。
toxic,作为中国人不歧视黑人，歧视自己才是有病。
non-toxic,为了电影特意去看了书，看电影的我哭成狗，看完书的我觉得可能得再历练几年吧，有点难以原谅男主
toxic,噗这话说的，现在知乎黑女权都是政治正确了。
toxic,补偿这个不一定 因为他们美国没这么好心 是因为黑人比亚洲人更早的有移民 所以有更多的时间定居 然后为自己的权益斗争 还有就是黑人敢反抗 亚洲人不敢
non-toxic,我记得蛇女是卡特的妹妹，是诺克萨斯交际花及间谍，后来因为接触一份军官，违背诺言，被诅咒变成了蛇女
non-toxic,学钢琴时间不长但是白毛女记忆犹新现在已经不会弹了
toxic,你骂黑人一句nigger，你看黑人怎么把你头摁烂。对于乳化我们就应该坚持零容忍原则。
non-toxic,对呀，物理压轴题山西二十多年没考过杠杆了今年考出开了，这也能押到？他家上辈子算命的？
toxic,"""我不喜欢黑人=歧视黑人,我讨厌黑人=歧视黑人,跪舔黑人=种族平等"""
toxic,你们上海小朋友是不是经常集体欺负外地小朋友啊
toxic,“比如严惩女性员工占比率过低的企业，奖励接收女性比例高的企业”这个是怎么写出来的[捂脸]消除就业歧视可不等于是所有用人单位男女1:1用工啊，比如财会、服务、设计相关的公司可能女员工多，
non-toxic,我一直觉得印度人多好传染
toxic,中国又不讲究种族问题。我们的祖宗又没有把黑人当成奴隶残杀几百年，我们不欠他们也不用那么在意中国的种族问题。
toxic,就像美国白人看不起黑人 黑人干嘛被压榨 你的意思说他们也活该 再者要是胖子或者黑人有一天被压榨的反击了 下场多惨知道不
toxic,伤害还不至于到什么程度。不能一概而论哈。我觉得作为美国人的杨安泽感到是亚裔而羞耻很正常，但他在这个时候跳出来说这话很不正常！亚裔在美国政治体系就是边缘化的存在，他越这样，其他人越歧视亚裔。
non-toxic,我爷爷村的一个大地主也很好，经常请人吃饭啥的，后来好像被流放到新疆了
non-toxic,看了文章超级生气！至今还记得有一次打车是位河南司机，简直了从来没见过都四五十岁了还那么可爱的大叔！还带点口音，说话特别好玩，逗着我笑了一路，下车的时候腮帮子都疼。从那时候起在网上看到黑河南人的都会和他们对骂[生气]
non-toxic,不知出自哪里得，喂喂喂你是谁我是山东大美美，头大屁股肥，两只xx像水雷，羞涩，溜了。。。。。。
toxic,高见，山东人其实是最奸诈，最阴险，最无耻的
toxic,其实压根没有什么腔，就是一群人看不惯另一群人，自己觉得自己被鄙视了，跟央视拿广东人的普通话说事一样的，也跟国人拿印度人的英语口音说事一样（他们的用词其实很native）。
toxic,我不是河南人也不是东北人，也没有对这两个省有恶意，也从没发过歧视这两个省的话，我只是把很多人黑东北的原因说了出来而已。我也有东北的朋友。
non-toxic,首先，我也是女孩子，感觉做数据分析没什么性别之分，猜测题主是觉得偏数学、统计一点的东西，需要很强的逻辑思维吧。
non-toxic,我叫谷小麦，河北保定地，打过仗，么上过校
toxic,你想多了，这个男的是自杀，他要是被电死了求仁得仁，主舆论只会骂他死了活该。怪警察救援不力的人会被别人喷死。
non-toxic,破产姐妹有一集就是卡洛琳和亚裔帅哥约
non-toxic,放心，绝对不可能喜欢黑人，任何时候都不会
toxic,山东人民第一次感觉自己很落后
toxic,很正常，二环内住的棚户区的老北京人，不光看不起外地人。连朝阳丰台都看不起。我被他们直接当面说过是外地老帽儿
non-toxic,还是黑龙江卫视，
non-toxic,在好莱坞有点名堂的亚裔女星很多都是这类长相，像刘玉玲、陈冲，日本的菊地凛子，以及一些亚裔超模
non-toxic,女神，过了吗？
toxic,只能说亚裔体型小，警察觉得安全威胁小，容易制服。
non-toxic,“笨”代表纯天然好像不止东北这样说
toxic,警察应该是担心黑人是小偷吧，唉
toxic,那是宗教警察白队长。白队长他们把见义勇为的河南警察扣起来关押殴打，还当着某教小偷的面儿审问那河南警察的家庭住址等详细信息。
toxic,东北养育你这样的人也算是悲哀，都说出国更爱国，而你呢崇洋媚外的心态。说明你就是一穷人。无论你走到哪都会受歧视，不求你回报东北，不求你言论放过东北。只要你别说自己是东北人，不要给东北丢人，就是最大幸事。
non-toxic,本人处女座，最爱金牛座和魔蝎座。 最讨厌双子座，其次水瓶座。
non-toxic,汉奸杀中国人可勇猛了。
toxic,有太多政治正确不敢说，艾滋病的传染就是很多政治不正确的事情，别说什么My choice自由意志那些的。Easy girl就是在传播艾滋，同性传播率多少？艾滋患者里面黑人占44%。自己上美国CDC疾控官网看，人家是.gov的，你非要说是野鸡没办法。
non-toxic,贵州人民表示无法拒绝
toxic,典中点打着女权旗号玩女拳。就是你们这种言论才让很多单位堂而皇之的加大对女性就业歧视
non-toxic,这二女儿的人生中出现过多少加害者啊 怎么能是母亲毁的呢，老汉+舅舅的锅都给母亲背了，我看这个母亲自己也是得想办法才能谋生的啊。
toxic,歧视山东人的同时也贬低了自己，首先最不济你嫁了山东人，请把舌头捋直了，山东
non-toxic,最近模特界挺火的，亚裔方脸小眼睛肌肉男
non-toxic,我觉得你是长春人或吉林人，没什么好比的，可以把沈阳放在经济最后，毕竟我们这些经济不好的地方，谁倒数第一、倒数第二没什么区别。
non-toxic,我并没有瞧不起中国文化的任何一部分，并且希望全部中国文化都能以历史的方式有所保留。封建社会下的太监、女人裹脚、重男轻女等都是中国文化的一部分，并没有瞧不起，并且反对将其从博物馆中剔除，中医也是。
toxic,每次我说贛B别人用异样的眼光看着我的时候。
toxic,真论抢劫，干坏事黑人比得了白人？人家白皮才是真正的行家
toxic,简直了，入侵屠杀都有人洗了？清朝还叫杀的片甲不留？留头要留辫，你看看西南有几个少数民族是留辫的。日本人算是学会了吧，我看他们也没有把黑船开国当成好事
non-toxic,朱芳雨的身体天赋是黄种人里的顶级。
non-toxic,让未成年少女被lj换取原谅他！！！！
toxic,我是河南人，但是我对周口驻马店的人真没好感，河南人的名声都是被他们败坏的
toxic,你还是不明白什么叫种族歧视。就算是你是农村的，被人歧视，但是只要你是城里人，就不会被歧视。华人则不然，无论他们身处哪个阶层、哪个地区，
non-toxic,侠影之谜里韦恩来到西藏的时候，旁白说道这是世界上最黑暗的敌方（是这个意思），涉嫌抹黑中国。
toxic,原来你都嫁给老外了，难怪被歧视。这种亚裔女的名声都不怎么好
non-toxic,黑人有素质的真的超级好，我有个黑人朋友，他跟我一个大学，但是人很好，白人朋友也很喜欢他
non-toxic,演员又无所谓啊……美帝电影里亚裔都不太分，比如新版的星际迷航里的苏鲁田光就是韩裔演员演的
non-toxic,为黑人种族平等做出了巨大贡献。
non-toxic,科学证明孩子的基因是父母一人一半的，一样是可以传宗接代的，怎么就得生男孩才行了，个人觉得答主还可以去答一波没文化是怎样的一种体验
non-toxic,黑人娃娃太胖了吧[惊喜]
toxic,其实只要自己无所谓好好挣钱，他们的歧视啥的不理便罢了，又不影响自己生活。我之前举的例子其实还不是特别确切，我感觉名校对普通学校的歧视，更像老上海人老北京人看不起外来的人，不再你挣得多少，他们有一种打骨子里对外来人的轻视。
toxic,遇到妈宝男真是恶心，更恶心的是那女人
non-toxic,女性觉得爽的bl题材（耽美）男生看了也恶心[不抬杠][不抬杠]而且肥肠可怕[doge][doge]
non-toxic,你不觉得这男的是不合时宜在耍逗比逗女孩笑吗他自己的口语错误正常人都一目了然吧
non-toxic,明人不说暗话，你缺男朋友吗
toxic,为什么国人需要接受中国女孩被黑人祸害成为其泄欲的道具？
non-toxic,贾米森和马什本表示点赞，巴克利笑而不语，布兰德泪流满面，马里昂一脸黑人问号？？？
